Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Byredo Black Saffron,1053 SAR,"Byredo Black Saffron is an Oriental Spicy fragrance for women and men. The product is formulated with the top notes are Chinese grapefruit, juniper berries, and saffron; middle notes are black violet and leather; base notes are cashmere, vetiver, and raspberry.
About the brand:
Byredo is a European luxury brand founded in Stockholm in 2006 by Ben Gorham. The brand aims to translate memories and emotions into products and experiences. Byredo produces products using the highest quality materials available, and high-end design details to fuel a renewed approach to modern luxury.",5,1 Rating,"['Byredo', 'Unisex', 'Perfume', 'Romantic', 'Oriental', '100 ml', '2012', 'Alcohol, parfum (fragrance), aqua (water), butylphenyl methylpropional, limonene, butyl methoxydibenzoylmethane, ethylhexyl methoxycinnamate, citronellol, bht, geraniol, linalool, citral, alpha-isomethyl ionone, methyl 2-octynoate, benzyl alcohol, eugenol', 'Eau de Parfum', 'Juniper Berries, Pomelo, Saffron', 'Accord Cuir, Black Violet, Cristal Rose', 'Blonde Woods, Raspberry, Vetiver']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/y/byredo_black_saffron_edp.jpg,Byredo,Unisex,Perfume,Romantic,Oriental,100 ml,2012,"Alcohol, parfum (fragrance), aqua (water), butylphenyl methylpropional, limonene, butyl methoxydibenzoylmethane, ethylhexyl methoxycinnamate, citronellol, bht, geraniol, linalool, citral, alpha-isomethyl ionone, methyl 2-octynoate, benzyl alcohol, eugenol",Eau de Parfum,"Juniper Berries, Pomelo, Saffron","Accord Cuir, Black Violet, Cristal Rose","Blonde Woods, Raspberry, Vetiver"
Hugo Boss The Scent For Her,242 SAR,"A new and distinctive edition for women with a set of feminine and soft fragrances that add to your look beauty and elegance that you have never seen before, start your day with a fresh and vibrant fragrance with this distinctive fragrance
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes.",5,1 Rating,"['Hugo Boss', 'Women', 'Perfume', 'Romantic', 'Floral', '100 ml', '2016', 'Peach, Freesia flower, Osmanthus Flower, Cacao', 'Eau de Parfum', 'Peach, Freesia flower', 'Osmanthus Flower', 'Cacao']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_hugo_boss_perfumes_the_scent_for_women_eau_de_parfum_1.jpg,Hugo Boss,Women,Perfume,Romantic,Floral,100 ml,2016,"Peach, Freesia flower, Osmanthus Flower, Cacao",Eau de Parfum,"Peach, Freesia flower",Osmanthus Flower,Cacao
Swiss Arabian Oud Muattar Mumtaz - 350 gm,260 SAR,"Enjoy a beautiful mist of aromas with this fragrance that blooms into your house with a colorful bouquet of flowers. The amazing composition of rose, violet leaves, and honey will make you lose yourself in a bliss.
About the brand:
Swiss Arabian was founded in 1974. Over the following years, it grew to become one of the world’s largest and most respected manufacturers of exclusive perfume ingredients. It's the first perfume manufacturer in the UAE producing more than 35 million perfumes annually with exports to over 80 countries.",none,none,"['Swiss Arabian', 'Unisex', 'Bakhoor', 'Oriental', 'Rose, Agarwood, Geranium, Plum, Apple, Violet Leaves, Honey, Agarwood, Musk, Sandalwood']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6295124032820_swiss_arabian_oud_muattar_mumtaz_350gm-1.jpg,Swiss Arabian,Unisex,Bakhoor,Oriental,"Rose, Agarwood, Geranium, Plum, Apple, Violet Leaves, Honey, Agarwood, Musk, Sandalwood",,,,,,,
Dunhil Icon Elite,179 SAR,"A masculine sporty fragrance to offer freshness and energy, so that you can exert more effort and feel more active. It is one of the most common scents in London. Spry it and enjoy each single momnt of your life.
About the brand:
A well-known brand launched in 2005, providing fragrances for men. The first fragrance was produced in 1934, The Original fragrance for Men. This brand just produced one fragrance for women.",5,1 Rating,"['Dunhill', 'Men', 'Perfume', 'Charismatic', 'Woody Oriental', '100 ml', '2003', 'Bergamot, Kaffir lime, Cardamom, Sicilian bitter orange,Sage, Black pepper, Vetiver absolute, Juniper,Ebony, Labdanum, Sandalwood, Black suede', 'Eau de Parfum', 'Bergamot, Kaffir lime, Cardamom, Sicilian bitter orange', 'Sage, Black pepper, Vetiver absolute, Juniper', 'Ebony, Labdanum, Sandalwood, Black suede']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_dunhil_perfumes_icon_elite_for_men_eau_de_perfum.jpg,Dunhill,Men,Perfume,Charismatic,Woody Oriental,100 ml,2003,"Bergamot, Kaffir lime, Cardamom, Sicilian bitter orange,Sage, Black pepper, Vetiver absolute, Juniper,Ebony, Labdanum, Sandalwood, Black suede",Eau de Parfum,"Bergamot, Kaffir lime, Cardamom, Sicilian bitter orange","Sage, Black pepper, Vetiver absolute, Juniper","Ebony, Labdanum, Sandalwood, Black suede"
S.T Dupont Blanc,116 SAR,"Blanc by S.T. Dupont is a joyful fragrance for unique women. This lady-like delightful sent is a celebration of a purity, innocence and new beginnings. The floral opening bursts with a mixture of white currant, white nectarine and tangerine, a gentle balance of pleasant first notes. The fantastic heart encompasses creamy tuberose, fresh and sparkling orange blossom, serene lily-of-the-valley and sensual rose. The dry down is warm and cozy with musk, cashmere wood, heliotrope, and white amber. Blanc is a fragrance that embodies the traits of the color white, intoxicating, joyful and fresh.",5,1 Rating,"['S.T. Dupont', 'Women', 'Perfume', 'Glamorous', 'Aromatic', '100 ml', '1996', 'white currant, lily, tangerine, white nectarine, orange blossom, white rose, lily-of-the-valley, white amber, white musk, and heliotrope', 'Eau de Parfum', 'White Currant, Nectarine, Tangerine', 'Tuberose, Orange Blossom, Sweet Pea, White Rose,Lily-of-the-Valley', 'Musk, White Amber, Cashmere Wood, Heliotrope']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460002554_s_t_dupont_s_t_dupont_blanc_edp_100_ml_1.jpg,S.T. Dupont,Women,Perfume,Glamorous,Aromatic,100 ml,1996,"white currant, lily, tangerine, white nectarine, orange blossom, white rose, lily-of-the-valley, white amber, white musk, and heliotrope",Eau de Parfum,"White Currant, Nectarine, Tangerine","Tuberose, Orange Blossom, Sweet Pea, White Rose,Lily-of-the-Valley","Musk, White Amber, Cashmere Wood, Heliotrope"
Marly Pegasus,1196 SAR,"This impressive oriental scent gives you a luxurious smell that backs to the royal memories in the eighteenth century, as well as makes you more bold and strong, with a lovely blend of amber, bitter almond, and bergamot.
About the brand:
De Marley is a French global brand that specializes in luxury parfumes and offers an original concept of luxury parfumes inspired from the eighteenth century, when the best parfumes were made for King Louis XV as an appreciation for the prestigious horse races in which he was expert.",4.5,2 Rating,"['Parfums de Marly', 'Men', 'Perfume', 'Charismatic', 'Oriental', '125 ml', '2011', 'Bergamot, heliotrope, cumin, jasmine, bitter almond, lavender, amber, vanilla, sandalwood.', 'Eau de Parfum', 'Bergamot, heliotrope, cumin', 'jasmine, bitter almond, lavender', 'amber, vanilla, sandalwood.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_parrfums_de_marly_pegasus_for_men_eau_de_parfum.jpg,Parfums de Marly,Men,Perfume,Charismatic,Oriental,125 ml,2011,"Bergamot, heliotrope, cumin, jasmine, bitter almond, lavender, amber, vanilla, sandalwood.",Eau de Parfum,"Bergamot, heliotrope, cumin","jasmine, bitter almond, lavender","amber, vanilla, sandalwood."
Dolce & Gabbana The One,274 SAR,"An oriental floral fragrance inspired by the spirit of Naples and made for attractive women, lively and spontaneous, full of energy and life, with a mixture of peach, jasmine, musk, and amber.
About the brand:
Dolce & Gabbana was established in 1985 by two Italian fashion designers. Dolce & Gabbana has not only managed to build a loyal customer base in such a short span of time but it also partnered with Motorola and Sony Ericson for multiple campaigns. D&G has also partnered with football clubs namely AC Milan and Chelsea FC.",5,1 Rating,"['Dolce&Gabbana', 'Women', 'Perfume', 'Modern', 'Floral Oriental', '50 ml', '2017', 'Italian bergamot blossom, mandarin, litchi, white peach, Madonna lily, jasmine, lily of the valley, ylang-ylang, orange blossomm broom, vetiver, musk, amber, vanilla, moss.', 'Eau de Toilette', 'Italian bergamot blossom, mandarin, litchi, white peach', 'Madonna lily, jasmine, lily of the valley, ylang-ylang, orange blossomm broom', 'vetiver, musk, amber, vanilla, moss.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/dolce_gabanna_the_one_eau_de_toilette_for_women.png,Dolce&Gabbana,Women,Perfume,Modern,Floral Oriental,50 ml,2017,"Italian bergamot blossom, mandarin, litchi, white peach, Madonna lily, jasmine, lily of the valley, ylang-ylang, orange blossomm broom, vetiver, musk, amber, vanilla, moss.",Eau de Toilette,"Italian bergamot blossom, mandarin, litchi, white peach","Madonna lily, jasmine, lily of the valley, ylang-ylang, orange blossomm broom","vetiver, musk, amber, vanilla, moss."
Rasasi Mabsoos Maa Dhanel Oudh - 25 gm,58 SAR,"An exotic oriental incense that captures the romance and the magic of Arabian deserts. It opens with floral notes to captivate and energize whoever smells it, with base notes that mix the earthiness of musk and amber.
About the brand:
Rasasi Perfumes is a family-owned business founded in 1979 in Dubai by Abdul Razzak Kalsekar. The brand ranks amongst the UAE’s foremost fragrance companies, driven by a global vision. Its perfume lines have found wide acceptance and preference within a wide customer base across the world. It has 165 elegantly-designed stores across the GCC countries, while the products are exported to more than 60 countries across the globe.",none,none,"['Rasasi', 'Unisex', 'Bakhoor', 'Oud', 'Agarwood, Oud']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/1/614514240014_rasasi_mabsoos_maa_dhaneloudh_-_25_gms_1.jpg,Rasasi,Unisex,Bakhoor,Oud,"Agarwood, Oud",,,,,,,
Gucci Guilty Intense,323 SAR,"This floral oriental scent is made up of intense and powerful dose of pink pepper and lilac, which comes in a bottle that replicates the fusion of metal and smoky grey glass. It opens with pink pepper blended with mandarin. At the middle, comes the peach enriched with the lilac flower. The base contains addictive patchouli and unique ambery notes.
About the brand:
Gucci is a renowned Italian luxury brand of fashion and leather goods. From producing and selling luxury outerwear, leather bags, cashmere scarves and cosmetics products to releasing incredible fragrance ranges every now and then, Gucci has stayed on the top of the perfume market around the world.",5,3 Rating,"['Gucci', 'Women', 'Perfume', 'Romantic', 'Floral Oriental', '50 ml', '2011', 'Mandarin, Pink Pepper, Peach, Lilac, Geranium, Ambery Notes, Patchouli', 'Eau de Parfum', 'Mandarin, Pink Pepper', 'Peach, Lilac, Geranium', 'Ambery Notes, Patchouli']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_gucci_perfumes_gucci_guilty_intense_eau_de_parfum.jpg,Gucci,Women,Perfume,Romantic,Floral Oriental,50 ml,2011,"Mandarin, Pink Pepper, Peach, Lilac, Geranium, Ambery Notes, Patchouli",Eau de Parfum,"Mandarin, Pink Pepper","Peach, Lilac, Geranium","Ambery Notes, Patchouli"
Hugo Boss Boss Bottled,171 SAR,"A masculine perfume that gives you spirit, vitality and high confidence in the most difficult situations. The elegant features of this delicate, ultra-premium fragrance in terms of elegance and intimidation pushes users to deal with confidence, attractive behavior and emotional appeal. It is the final touch for a wonderful day.
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes.",4.5,4 Rating,"['Hugo Boss', 'Men', 'Perfume', 'Charismatic', 'Woody', '100 ml', '1998', 'Bergamot, Cinnamon, Cedar, Sandalwood, Vetiver, Olivewood', 'Eau de Toilette']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/u/hugo_boss_boss_bottled_edt_1.jpg,Hugo Boss,Men,Perfume,Charismatic,Woody,100 ml,1998,"Bergamot, Cinnamon, Cedar, Sandalwood, Vetiver, Olivewood",Eau de Toilette,,,
Guerlain Santal Royal Guerlain,862 SAR,"Guerlain Santal Royal is a woody oriental fragrance for men and women alike; derives its inspiration from the East. This is a balanced oud scent that takes you on a trip to the exotic Orient. It embraces the paradox between the dark notes of leather and oud and the floral notes of rose and jasmine. The tantalizing aroma of jasmine and neroli sweeps you off your feet before it develops at the heart with cinnamon, rose and peach. The sweet scents are wrapped up in a base of sandalwood, leathery notes, musk notes and oud notes.",none,none,"['Guerlain', 'Unisex', 'Perfume', 'Romantic', 'Aromatic', '125 ml', '2014', 'Neroli, Jasmine,Peach, Rose, Cinnamon,Sandalwood, Leather, Amber, Oud, Musks', 'Eau de Parfum', 'Neroli, Jasmine', 'Peach, Rose, Cinnamon', 'Sandalwood, Leather, Amber, Oud, Musks']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_guerlain_perfumes_santal_royal_guerlain_for_unisex_eau_de_perfum.jpg,Guerlain,Unisex,Perfume,Romantic,Aromatic,125 ml,2014,"Neroli, Jasmine,Peach, Rose, Cinnamon,Sandalwood, Leather, Amber, Oud, Musks",Eau de Parfum,"Neroli, Jasmine","Peach, Rose, Cinnamon","Sandalwood, Leather, Amber, Oud, Musks"
Hugo Boss Femme By Boss,145 SAR,"In this fragrance, the first note is extracted from the mandarin fruit and gooseberry that makes it a timeless fragrance that lasts for long periods. As for the final note, it is a blend of creamy musk that interacts with the stunning floral trio. Leaving behind a warm and gentle aura to suit your soul full of glamor, grace and softness
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes.",4.5,2 Rating,"['Hugo Boss', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2000', 'black currant, intoxicating, spicy, and floral aroma, lily, Jasmine, rose, apricot, Amber, Lemon tree', 'Eau de Parfum', 'black currant', 'intoxicating, spicy, and floral aroma, lily, Jasmine, rose', 'apricot, Amber, Lemon tree']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/u/hugo_boss_boss_femme_eau_de_parfum_1.jpg,Hugo Boss,Women,Perfume,Romantic,Floral,50 ml,2000,"black currant, intoxicating, spicy, and floral aroma, lily, Jasmine, rose, apricot, Amber, Lemon tree",Eau de Parfum,black currant,"intoxicating, spicy, and floral aroma, lily, Jasmine, rose","apricot, Amber, Lemon tree"
