Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
WAW Vanilla EDP - 50 ml,95 SAR,"If you are a fragrance expert & know your way around perfume notes, you will definitely fall in love with Vanilla! This warm, elegant & deep scent is an exact replicant of how fresh Vanilla smells like. This note represents one of the most popular ingredients added to perfumes, and you can spray with any of the other ""WAW"" perfumes to create your own blend and fragrance that reflects your personality.
About the brand:
Created by the Arabian perfume house SARIB®, this collection is designed for the fragrance experts & unique perfume collectors who enjoy blending notes to create their own scent. ""WAW"" refers to the word in Arabic meaning ""And"", as these notes can be mixed together or applied individually.
Get to know Sarib®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.",none,none,"['WAW', 'Unisex', 'Perfume', 'Romantic', 'Floral Oriental', '50 ml', '2020', 'Bergamot, Jasmine, Tagete, Cedarwood, Amber, Caramel, Moss, Musk, Vanilla, Honey', 'Eau de Parfum', 'Bergamot, Jasmine, Tagete', 'Cedarwood, Amber, Caramel', 'Moss, Musk, Vanilla, Honey']",none,WAW,Unisex,Perfume,Romantic,Floral Oriental,50 ml,2020,"Bergamot, Jasmine, Tagete, Cedarwood, Amber, Caramel, Moss, Musk, Vanilla, Honey",Eau de Parfum,"Bergamot, Jasmine, Tagete","Cedarwood, Amber, Caramel","Moss, Musk, Vanilla, Honey"
Mancera Roses Vanille,409 SAR,"The perfumer Pierre Mancera presents Roses Vanille which hits you first with notes of fresh lemon of calabria and then sneaks on you with turkish delight and rose with the base notes of cedarwood, intense vanilla & white musk, which lingers on with you the whole day long with Sweet enough to capture you, rich enough to keep you and complex enough to seduce you fragrance.
About the brand:
Perfumer Pierre Montale started Mancera’s brand in 2008 and opened his first Mancera luxurious perfume boutique at Place Vendome in Paris. Mancera perfumes are known for being made from precious and luxurious ingredients, rare and refined materials.",4.93,18 Rating,"['Mancera', 'Unisex', 'Perfume', 'Feminine', 'Floral', '120 ml', 'Fresh Lemon of Calabria, Turkish delight with Rose, Cedarwood, Intense Vanilla & White Musk', 'Eau de Parfum', 'Fresh Lemon of Calabria', 'Turkish delight, Rose', 'Cedarwood, Intense Vanilla & White Musk']",none,Mancera,Unisex,Perfume,Feminine,Floral,120 ml,"Fresh Lemon of Calabria, Turkish delight with Rose, Cedarwood, Intense Vanilla & White Musk",Eau de Parfum,Fresh Lemon of Calabria,"Turkish delight, Rose","Cedarwood, Intense Vanilla & White Musk",
Tom Ford Tuscan Leather,1104 SAR,"Tom Ford Tuscan Leather EDP is a marvelous unisex parfume that captures the ancient scent of soft leather. The parfume contains magnificent notes and gives you a classic modern design, with the addition of flowering jasmine and black leather, giving you a distinctive touch and is also distinguished by being raw and sophisticated.
About the brand:
Tom Ford is a famous American designer who launched his brand in 2005 with the aim of redefining modern luxury. These include men's clothes, women's clothing, accessories, sunglasses and parfumes",none,none,"['Tom Ford', 'Unisex', 'Perfume', 'Classical', 'Leather', '50 ml', '2007', 'Saffron, raspberry and thyme, jasmine, deer skin, amber and woods.', 'Eau de Parfum', 'Saffron, raspberry and thyme.', 'Jasmine.', 'Deer leathers, amber and woods']",none,Tom Ford,Unisex,Perfume,Classical,Leather,50 ml,2007,"Saffron, raspberry and thyme, jasmine, deer skin, amber and woods.",Eau de Parfum,"Saffron, raspberry and thyme.",Jasmine.,"Deer leathers, amber and woods"
Lacoste Pour Homme,122 SAR,"This woody aromatic fragrance will bring fun to your everyday life. Feel the confidence and the power with the enticing mix of grapefruit, juniper and vanilla to to attract positive attention and capture the senses.
About the brand:
Lacoste is a French company, established in 1933 by tennis players René Lacoste and André Gillier. Its green crocodile logo refers to the nickname of René Lacoste, who was nicknamed ""the Crocodile"" by his fans, because of his tenacity on the tennis court. The company is committed to designing products that combine discovery, excellence, and style. It sells parfumes, clothing, leather goods, towels, footwear, sportswear, eyewear, and watches.",4,1 Rating,"['Lacoste', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2002', 'Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar', 'Eau de Toilette', 'Plum, apple, grapefruit, bergamot', 'cinnamon, pink pepper, cardamom, juniper', 'Rum, vanilla, sandalwood, musk, labdanum, cedar']",none,Lacoste,Men,Perfume,Extravagant,Aromatic,100 ml,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper","Rum, vanilla, sandalwood, musk, labdanum, cedar"
One Word Syzygy EDP - 100 ml,100 SAR,"From the dawn of time, Syzygy has astounded humankind, countless mythical stories have been written in search of its meaning. Syzygy fragrance is inspired by this captivating mystery, blending the dynamic orange flower bergamot with myrrh creating a warm, rich base.
About the brand:
From the dawn of time, words & scents have been means of communication. Scents have the unique ability to build connections, uplift moods and captivate emotions. With ""One Word"" mystical collection, initiate that magical, everlasting bond with your surroundings. This one of a kind brand is exclusive to Golden Scent & offers four extraordinary fragrances.",none,none,"['One Word', 'Unisex', 'Perfume', 'Charismatic,Modern', 'Chypre,Floral Oriental', '100 ml', '2019', 'Bergamot, Orange Flower, Myrrh', 'Eau de Parfum', 'Bergamot', 'Orange Flower', 'Myrrh']",none,One Word,Unisex,Perfume,"Charismatic,Modern","Chypre,Floral Oriental",100 ml,2019,"Bergamot, Orange Flower, Myrrh",Eau de Parfum,Bergamot,Orange Flower,Myrrh
Davidoff Champion,112 SAR,"This woody aromatic fragrance is characterized by its deep masculine scent that represents strength and power. It features top notes of bergamot and lemon flowing into a heart of clary sage and galbanum. The smooth base has a blend of oakmoss and cedar, making it a perfect scent for any occasion.
About the brand
Davidoff has received acclaim since it introduced its first fragrance in 1988. The brand was founded in Switzerland and has been known for luxurious accessories like watches and leather goods. It offered popular fragrances for men and women.",none,none,"['Davidoff', 'Men', 'Perfume', 'Charismatic', 'Woody', '90 ml', '2010', 'Bergamot, Lemon, Sage, Galbanum, Oakmoss, Cedar', 'Eau de Toilette', 'Bergamot, Lemon', 'Sage, Galbanum', 'Oakmoss, Cedar']",none,Davidoff,Men,Perfume,Charismatic,Woody,90 ml,2010,"Bergamot, Lemon, Sage, Galbanum, Oakmoss, Cedar",Eau de Toilette,"Bergamot, Lemon","Sage, Galbanum","Oakmoss, Cedar"
Van Cleef & Arpels Ambre Imperial,782 SAR,"Van Cleef & Arpels Ambre Imperial EDP is a unisex fragrance contains strong amber and essential ingredients such as the precious scents of vanilla and Tonka beans. The parfume has a perfect blend of many gems symbolizing the East, the legendary and historical place of parfumes. Precious ingredients have been carefully chosen to create the true essence of amber, a mixture of sweet sensations and spices.
About the brand:
Van Cleef & Arpels is one of the leading brands in the world of jewelry, watches and parfumes, which was founded in 1896 by Salmon Arpels and Alfred Van Cleef. They opened their first store in Paris in 1906.",none,none,"['Van Cleef & Arpels', 'Unisex', 'Perfume', 'Feminine', 'Soft Floral', '75 ml', '2015', 'Pink Pepper, Bergamot, Amber, Vanilla, Tonka, Woods.', 'Eau de Parfum', 'Pink Pepper, and Bergamot.', 'Amber, Vanilla, and Tonka', 'Dried Woods.']",none,Van Cleef & Arpels,Unisex,Perfume,Feminine,Soft Floral,75 ml,2015,"Pink Pepper, Bergamot, Amber, Vanilla, Tonka, Woods.",Eau de Parfum,"Pink Pepper, and Bergamot.","Amber, Vanilla, and Tonka",Dried Woods.
Who Am I Just Right EDP - 100 ml,149 SAR,"Descritpion:
Who Am I? In this modern world, who do I choose to be in this chaos! I am the line between aquatic freshness & forest depths. I draw Just the Right balance blending bergamot, marine acqua & oakmoss in a harmonious combination. Because I choose to be Just Right! Exclusive only at Golden Scent.
About the brand:
Who Am I?
All great discoveries are ignited by a question! But ""Who Am I"" is more than Just a question, it's an invitation to discover the notes & serenity hidden within. A collection that speaks to you, driven by the certainty of the JUST & the curiosity of Who Am I?",5,3 Rating,"['Who Am I', 'Men', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2019', 'Bergamot, Marine Acqua, Oakmoss', 'Eau de Parfum', 'Bergamot', 'Marine Acqua', 'Oakmoss']",none,Who Am I,Men,Perfume,Dynamic,Citrus,100 ml,2019,"Bergamot, Marine Acqua, Oakmoss",Eau de Parfum,Bergamot,Marine Acqua,Oakmoss
Deem Perfumes Baby Powder,65 SAR,"Deem Perfumes Baby Powder is elegant and simple and suited for all occasions and ages. This unisex perfume will mesmerize you with its powdery notes.
About the brand:
Deem Perfumes produces luxury and special perfumes that embody sophistication and elegance. The brand offers several unisex perfumes to suit your tastes. All perfumes are formulated with high-quality ingredients. The perfumes make great wear on regular and special occasions.",none,none,"['Deem Perfumes', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '30 ml', '2018', 'Powdery Notes', 'Eau de Parfum']",none,Deem Perfumes,Unisex,Perfume,Extravagant,Aromatic,30 ml,2018,Powdery Notes,Eau de Parfum,,,
Who Am I Just Fly EDP - 100 ml,149 SAR,"Who Am I? In this modern world, Am I imprisoned by the ordinary or Just ready to Fly & explore what's hidden behind that blooming floral garden? Don't hold your wings back & start a new journey with ""Who Am I - Just Fly"" to discover the refreshing scent of grapefruit, & reach the earthly delicacy of orris notes, until you settle in the warmth of distinctive cedarwood. Exclusive only at Golden Scent.
About the brand:
Who Am I?
All great discoveries are ignited by a question! But ""Who Am I"" is more than Just a question, it's an invitation to discover the notes & serenity hidden within. A collection that speaks to you, driven by the certainty of the JUST & the curiosity of Who Am I?",4.92,7 Rating,"['Who Am I', 'Unisex', 'Perfume', 'Natural', 'Fruity,Woody', '100 ml', '2019', 'Grapefruit, Orris, Cedarwood', 'Eau de Parfum', 'Grapefruit', 'Orris', 'Cedarwood']",none,Who Am I,Unisex,Perfume,Natural,"Fruity,Woody",100 ml,2019,"Grapefruit, Orris, Cedarwood",Eau de Parfum,Grapefruit,Orris,Cedarwood
Dkhoun Thaty,253 SAR,"It's a special fragrance that is made from the base of luxurious natural musk and oriental oud. It will give you unlimited confidence and personalization.
About the brand:
Dkhoun is one of the leading companies specialized in perfumes and fresheners in general. The company targets a customer segment that enjoys high-end tastes. It is managed by a distinguished group of companies specialized in producing more than one hundred sophisticated and unprecedented perfumes. Its website offers the finest quality and total dedication in the field of fume and perfumes, in addition to aromatic oils and vapors.",5,2 Rating,"['Dkhoun', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', 'Blackberry Trees, Cedar Wood, Rose, Magnolia, Oud, Fine Musk, Whale Amber, Sandalwood', 'Eau de Parfum', 'Blackberry Trees, Cedar Wood', 'Rose, Magnolia, Oud', 'Fine Musk, Whale Amber, Sandalwood']",none,Dkhoun,Unisex,Perfume,Natural,Woody,100 ml,"Blackberry Trees, Cedar Wood, Rose, Magnolia, Oud, Fine Musk, Whale Amber, Sandalwood",Eau de Parfum,"Blackberry Trees, Cedar Wood","Rose, Magnolia, Oud","Fine Musk, Whale Amber, Sandalwood",
Initio Oud for Greatness,1216 SAR,"This perfume represents the idea of scent molecules that trigger attraction. A sacred scent to achieve greatness. This fragrance emanates the power of nature and the reawakening of greatness. It enchants, excites and makes any dream of greatness possible.
About the brand:
Initio is a leading French fragrance brand. It takes fragrances to new heights, with superior powers that challenge the imagination. This brand creates a combination between wild nature and the science of pheromones within the formula. Its first fragrance was launched in 2015.",none,none,"['Initio', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '90 ml', '2018', 'Lavender, Saffron, Nutmeg, Agarwood, Patchouli, Musk', 'Eau de Parfum', 'Lavender, Saffron, Nutmeg', 'Agarwood', 'Patchouli, Musk']",none,Initio,Unisex,Perfume,Extravagant,Aromatic,90 ml,2018,"Lavender, Saffron, Nutmeg, Agarwood, Patchouli, Musk",Eau de Parfum,"Lavender, Saffron, Nutmeg",Agarwood,"Patchouli, Musk"
One Word Moonglade EDP - 100 ml,100 SAR,"From the dawn of time, Moonglade was always a scene to admire. This fragrance was inspired by this magical moment, sensual like this unusual composition of the delicious aroma freesia & exotic hidden scent of sandalwood.
About the brand:
From the dawn of time, words & scents have been a means of communication. Scents have the unique ability to build connections, uplift moods and captivate emotions. With ""One Word"" mystical collection, initiate that magical, everlasting bond with your surroundings. This one of a kind brand is exclusive to Golden Scent & offers four extraordinary fragrances.",5,2 Rating,"['One Word', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2019', 'Freesia, Musks, Sandalwood', 'Eau de Parfum', 'Freesia', 'Musks', 'Sandalwood']",none,One Word,Unisex,Perfume,Romantic,Floral,100 ml,2019,"Freesia, Musks, Sandalwood",Eau de Parfum,Freesia,Musks,Sandalwood
Mancera Musky Garden,402 SAR,"Mancera Musky Garden is modern floral, fruity fragrance you will completely fall in love with. Very casual, sensual perfume and magical too. Perfect for day and night use.
About the brand:
Mancera is a famous brand that produces a wide range of captivating range of feminine and masculine fragrances. You just have to do nothing when you wear a Mancera perfume; you automatically impress others. :",5,1 Rating,"['Mancera', 'Unisex', 'Perfume', 'Charismatic', 'Floral', '120 ml', '2017', 'Citruses, Cranberry, White Peach, iris, Bulgarian Rose, Indian, Jasmine, Patchouli Leaf, White Musk, Blackberry, Raspberry, Amber', 'Eau de Parfum', 'Citrus, Cranberry, White peach', 'Iris, Bulgarian rose, Indian jasmine, Patchouli', 'White musk, Blackberry, Raspberry, Amber']",none,Mancera,Unisex,Perfume,Charismatic,Floral,120 ml,2017,"Citruses, Cranberry, White Peach, iris, Bulgarian Rose, Indian, Jasmine, Patchouli Leaf, White Musk, Blackberry, Raspberry, Amber",Eau de Parfum,"Citrus, Cranberry, White peach","Iris, Bulgarian rose, Indian jasmine, Patchouli","White musk, Blackberry, Raspberry, Amber"
