Name,Price,Description,Rate,Rating_count,image,Brand,Gender,Product_Type,Character_x,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Candy Addict Powdery Pow Hair Mist ,179,"Want to be that person that smells so good you make everyone wonder what you're wearing? The fresh, dry sweetness of Powdery Pow will make you that person! The opening notes of osmanthus, musk & amber lead to the clean, powdery sweet base notes and POW! Love at first spritz.
How to use:
From about 20 cms away, spritz the mist evenly over your hair.
Then enjoy your sensationally powdery hair!
Don't forget to shake the bottle before use to liven up the candy!
Reapply throughout the day whenever you need a dose of fabulousness!",4.75,3,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/a/hair-candy-powdery-pow_1_.png,Candy Addict,Women,Hair Mist,Romantic,Floral,100 ml,2019,"osmanthus , musk , amber",Eau de Parfum,osmanthus,musk,amber
Chanel Coco Mademoiselle Fresh Hair Mist,251,"A women's hair mist that refreshing your hair with fresh and modern notes that last all day, with an amazing blend of orange, patchouli and rose.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_chanel_perfumes_coco_mademoiselle_hair_mist_for_women.jpg,Chanel,Women,Hair Mist,Charismatic,Floral Oriental,100 ml,2017,"orange, patchouli, rose.",Eau de Parfum,rose,orange,patchouli
Guerlain Cuir Intense EDP,863,"A classic touch of leather and luxurious musk deliver an amazing fragrance.
It fills you with a rich intense scent that remains for long hours.
For those men and women with special taste, don't hesitate to add this amazing fragrance to your own collection.
The intense base has notes of tobacco and cedar, providing a scent that captivates you till the end of your day.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346470136786_guerlain_guerlain_cuir_intense_eau_de_parfum_125ml.png,Guerlain,Women,Perfume,Classical,Leather,125 ml,2019,"alcohol, parfum (fragrance), aqua (water), coumarin, ethylhexyl methoxycinnamate, evernia furfuracea (treemoss) extract, linalool, bht, alpha-isomethyl ionone, butyl methoxydibenzoylmethane, butylene glycol dicaprylate/dicaprate, citronellol, benzyl benzo",Eau de Parfum,"ylang-ylang, osmanthus","musk, leather","virginia cedar, sandalwood, tobacco"
Originality Set,499,"This set contains:
Rekaz Patchouli - EDP 50 ml + Perfume Oil 30 ml / 2.57 Tola
An irreplaceable component in the Arabian perfume world, created especially for the youthful empowered soul! This exclusive bundle presents an intense patchouli perfume & perfume oil, to indulge in its mysterious chypre note. Designed for the Oriental soul, enjoy its irresistible charm as you apply first the perfume oil onto pulse points, then spray the perfume over it to get the powerful long-lasting result.
Remal Amber Bakhoor - 60 g
Explore this magnificent amber incense, a homey fragrance with a warm woody ambiance. This Bakhoor possesses the finest types of amber, for a luxurious cozy atmosphere that enhances the overall mood, giving you vibes of strength and greatness.
Kun Safi Amber Safi Perfume Oil - 1.7 Tola / 20g
Ã¢â‚¬Å“Discover Amber.. Discover luxuryÃ¢â‚¬Â
Pure Luxurious perfume oil extracted from nature, granting you an authentic scent of royalty. This oil was designed for unique perfumes collectors, to enjoy both amber sophistication and modern design. The modern tola bottle features an advanced technique, with a twist & apply cap ensuring accurate and smooth oil applying. Every aspect of this oil was created to guarantee a great ambery experience, waiting for you to unleash it!
The Finest Oud EDP - 100 ml
Ã¢â‚¬Å“Warm, deep and rich""
A fragrant blend with endless creativity! Rich in its luxurious oriental Oud, deep thanks to its amber and musky notes, and warm with its woody notes, cashmere, and guaiac. This distinctive aromatic fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Oud scent.
One Word Sun Glitter Hair & Body Mist - 80 ml
From the dawn of time, the sun's shining reflection on the sea has been one of the most vibrant and serene views. This hair & body mist is as bright & openly strong as ""Sun Glitter"" with charming feminine notes that offers you the perfect blend of orange and vetiver.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100349-originality.png,Exclusive Bundles,Women,Perfume Set,Romantic,Floral,100 ml,2017,unknown,Eau de Parfum,unknown,unknown,unknown
Van Cleef & Arpels Ambre Imperial,782,"Van Cleef & Arpels Ambre Imperial EDP is a unisex fragrance contains strong amber and essential ingredients such as the precious scents of vanilla and Tonka beans. The parfume has a perfect blend of many gems symbolizing the East, the legendary and historical place of parfumes. Precious ingredients have been carefully chosen to create the true essence of amber, a mixture of sweet sensations and spices.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460071987_van_cleef___arpels_ambre_impe_rial_edp_75_ml.jpg,Van Cleef & Arpels,Women,Perfume,Feminine,Soft Floral,75 ml,2015,"pink pepper, bergamot, amber, vanilla, tonka, woods.",Eau de Parfum,"pink pepper, and bergamot.","amber, vanilla, and tonka",dried woods.
Candy Addict Musky Musk Hair Mist ,179,"Description
Beautiful, earthy notes of musk are layered with bergamot and rose to create a hair mist sensation! The combination of warm and floral notes makes a sensual, unforgettable hair mist!
Moisturize, soften and strengthen your hair with Vitamin E, a powerful antioxidant, and Provitamin B5. Give your hair that extra shine and volume that it deserves, whilst leaving your hair less prone to breakage.
How to use:
From about 20 cms away, spritz the mist evenly over your hair.
Then, go and enjoy your beautiful hair!
Don't forget to shake the bottle before use to liven up the candy!
Reapply throughout the day whenever you need a dose of fabulousness!",5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/w/award-candy_addict_musky_musk_hair_mist_100_ml_2.jpg,Candy Addict,Women,Hair Mist,Romantic,Oriental,100 ml,2019,"bergamot, rose, musk",Unknown,bergamot,rose,musk
Kholasaat Gold,376,"This oriental fragrance is full of strength and vitality, with its special blend of leather and the delicate aromas of jasmine velvet. It's the perfect scent for lovers of leather, who can wear it on the everyday life as well as for the evening.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_kholasaat_perfumes_gold_for_unisex_eau_de_perfum_6287003650065.jpg,Kholasaat,Women,Perfume,Romantic,Oriental,100 ml,2013,"leather, jasmine velvet",Eau de Parfum,leather,jasmine,velvet
Raki Set,589,"This set contains:
Calvin Klein Euphoria Men Intense - 100 ml
A mixture of an infinite number of oriental spices with strong fragrances that give you a distinctive oriental charm and a shiny romantic touch that makes you special on special days and special evenings, the fragrance has a strong smell that spreads quickly and draws attention easily to you.
Roberto Cavalli Uomo Roberto Cavalli - 100 ml
An elegant oriental fragrance for men that gives you great natural confidence and temptation, with a mixture of black violet, honey, and tonka beans.
Roberto Cavalli Paradiso - 75 ml
Woody floral fragrance, a subtle aroma that makes you feel fresh with a stunning blend of citrus, jasmine, and cypress.
Calvin Klein Eternity Moment - 100 ml
Attractive perfume and charming look came to you with a mixture of scents that guarantees attention to you and the attractiveness of all people so that you can enjoy the taste of raspberry seeds mixed with watermelon wrapped in jasmine leaves and a group of rare flowers with distinctive and unique scents then inhale the fragrant cashmere and musk to make you satisfied.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100311_exclusive_bundles_raki.png,Exclusive Bundles,Women,Perfume Set,Romantic,Floral,100 ml,2017,unknown,Eau de Parfum,unknown,unknown,unknown
Elie Saab Girl Of Now Shine,214,"A luminous fragrance that chain all the eyes to you. It composes unique wonderful mix of scents in one beauty bottle that fit in any bag, so hat you can take wherever you go.",5,2,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_elie_saab_perfumes_girl_of_now_shine_for_women_eau_de_perfum_3423473095750.jpg,Elie Saab,Women,Perfume,Feminine,Floral Oriental,50 ml,2018,"pear, pineapple, almond, ylang- ylang, iris, jasmine, vanilla, patchouli",Eau de Parfum,"pear, pineapple","almond, ylang- ylang","iris, jasmine, vanilla, patchouli"
Rekaz Sandalwood ,119,"This bundle includes: Eau De Parfum 50 ml + Perfume Oil 30 ml / 2.57 Tola
This bundle of Sandalwood essence offers a unique blend, rich woody aroma. Sandalwood is a dominant note in the Eastern line of perfumes, and with this set, you will discover a new take on Sandalwood scent. This desirable elegant bundle is designed for woody perfume lovers. You will get to enjoy its irresistible charm as you apply first the perfume oil onto pulse points, then spray the perfume over it to get the powerful long-lasting result.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/rekaz_sandalwood_box_bottles.jpg,Rekaz,Women,Perfume Set,Romantic,Oriental,100 ml,2021,"iris, sandalwood, agarwood",Eau de Parfum,iris,sandalwood,agarwood
Candy Addict Sugar Shock Hair Mist ,179,"Did someone say sugar rush? This captivating hair mist will leave your hair smelling good enough to eat. The sweet cotton candy & caramel scents are complimented with fruity notes that will delight the senses!
How to use:
From about 20 cms away, spritz the mist evenly over your hair.
Then go out and be awesome!
Don't forget to shake the bottle before use to liven up the candy!
Reapply throughout the day whenever you need a dose of fabulousness!",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/a/hair-candy-sugar-shock1.png,Candy Addict,Women,Hair Mist,Romantic,Sweet,100 ml,2019,"fruity, cotton candy, caramel",Eau de Parfum,fruity,cotton candy,caramel
Jean Paul Gaultier Scandal,440,"A sweet fragrance of the floral family with a sweet flavor that adds to you a sweet and sugary appearance. The fragrance is one of the newest releases of this house.
It contains fresh, captivating aromatic ingredients that make it suitable at all times and seasons. Scandal is a new kind of fragrance for women, the elegant aura is sullied by the Pigalle spirit beloved by Jean Paul Gaultier. During the day, itÃ¢â‚¬â„¢s a delicious fresh honey with the wonderful scent of gardenia and blood orange. At night, itÃ¢â‚¬â„¢s a sensual and scandalous honey combined with patchouli: an addiction thatÃ¢â‚¬â„¢s just so Jean Paul Gaultier.",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_jean_paul_gaultier_perfumes_scandal_for_women_eau_de_perfum.jpg,Jean Paul Gaultier,Women,Perfume,Glamorous,Floral,50 ml,2017,"blood orange, grapefruit, honey, gardenia, patchouli",Eau de Parfum,"blood orange, grapefruit","honey, gardenia.",patchouli
Candy Addict Marshmallow Mash Hair Mist ,179,"Description
A deliciously nostalgic scent combination that will transport you to a land of fairgrounds and campfires with every spritz! The opening notes of juicy peach lead to the sweet marshmallow leaving you smelling good enough to eat! Marshmallow Mash is your go-to fragrance that keeps your hair subtly fragranced throughout the day!
Moisturize, soften and strengthen your hair with Vitamin E, a powerful antioxidant, and Provitamin B5. Give your hair that extra shine and volume that it deserves, whilst leaving your hair less prone to breakage.
How to use:
From about 20 cms away, spritz the mist evenly over your hair.
Then go and show the world your sweet side!
Don't forget to shake the bottle before use to liven up the candy!
Reapply throughout the day whenever you need a dose of fabulousness!",4.75,3,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/ca_hair_mist-marshmallow.png,Candy Addict,Women,Hair Mist,Romantic,Sweet,100 ml,2019,"peach, marshmallow, vanilla",Eau de Parfum,peach,marshmallow,vanilla
Candy Addict Marshmallow Mash Body Mist ,69,"Description
A deliciously nostalgic scent combination that will transport you to a land of fairgrounds and campfires with every spritz! The opening notes of juicy peach lead to sweet marshmallow leaving you smelling good enough to eat! Marshmallow Mash is your go-to mist that will keep you subtly fragranced throughout the day!
How to use:
For best results, Keep the bottle at least 20 cms away to ensure the mist gives you a even coverage.
Spray your body mist all over the body after showering.
Reapply throughout the day whenever you need a dose of fabulousness!",5,1,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/body-candy-marshmallow-mash-1.png,Candy Addict,Women,Body Mist,Romantic,Woody Oriental,250 ml,2017,"peach, marshmallow, vanilla",Eau de Parfum,peach,marshmallow,vanilla
Candy Addict Addictive Temptation Mini EDP Set ,179,"Candy Addict EDPs are now available in Ã¢â‚¬Å“minisÃ¢â‚¬Â to take with you wherever you go! Can't decide on your favourite scent? No problem! The Addictive Temptation set includes:
Musky Musk:
Beautiful, earthy notes of musk are layered with bergamot and rose to create a musk perfume sensation! The combination of warm and floral notes makes a sensual, unforgettable scent.
V Vanille:
An intoxicating blend of vanilla and floral notes with a touch of Oriental! Take your perfume game to a whole new level with this one of a kind fragrance sensation.
Rosy Rose:
This seductive and addictive perfume will keep you coming back for more! The gentle, sophisticated fragrance will give you a delicate scent with floral notes of rose and geranium combined with musk. Pure heaven.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/b/o/box_with_bottles_1_.png,Candy Addict,Women,Perfume Set,Romantic,Floral,100 ml,2021,unknown,Eau de Parfum,unknown,unknown,unknown
